id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,points,area,material,function,thickness
ebcc0c44-2887-4da8-a07d-b59d337c134c-001565a5,Roof - Sculpture Bed,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,0.0762,0.2204784609,-25.4889,4.5339,18.2626,-19.9644,11.9126,18.3388,"[[-20.5994,11.9126],[-20.5994,11.2776],[-19.9644,11.2776],[-19.9644,11.9126]]",4.15095944,Sculpture Bed,floor,0.127
52f41f8d-ae82-4b9b-9b8c-a9d833dac2d4-00156713,Roof - Planting Bed,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,0.4318,0.9416027458,-27.9654,5.7658,18.5928,-25.7048,10.575925,18.6944,"[[-27.435175,7.546975],[-27.9654,7.546975],[-27.9654,5.7658],[-25.7048,5.7658],[-25.7048,10.575925],[-27.435175,10.575925]]",9.267743561,Planting Bed,floor,0.1016
52f41f8d-ae82-4b9b-9b8c-a9d833dac2d4-001567f4,Roof - Decking,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,-4.043831936E-14,0.4289744162,-30.229175,10.588625,18.2118,-25.6921,12.506325,18.2626,"[[-26.1239,11.9126],[-26.1239,12.506325],[-30.229175,12.506325],[-30.229175,10.588625],[-25.6921,10.588625],[-25.6921,11.9126]]",8.444378272,Exterior Decking,floor,0.0508
52f41f8d-ae82-4b9b-9b8c-a9d833dac2d4-00156837,Roof - Decking,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,-4.043831936E-14,0.3325222059,-19.7612,11.026775,18.2118,-15.1638,12.506325,18.2626,"[[-15.1638,11.026775],[-15.1638,12.506325],[-19.3294,12.506325],[-19.3294,11.9126],[-19.7612,11.9126],[-19.7612,11.026775]]",6.545712715,Exterior Decking,floor,0.0508
7db5496c-7eea-41c9-9e5d-ed83f585908c-001568e0,Roof - Decking,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,-4.043831936E-14,5.132223112,-33.01312727,-1.382283878,18.2118,-8.058192764,5.565775,18.2626,"[[-8.058192764,0.6092606924],[-10.22475829,2.532760468],[-11.376025,3.711638293],[-11.376025,4.016375],[-13.8176,4.016375],[-13.8176,4.371975],[-19.7612,4.371975],[-19.7612,3.8354],[-25.6921,3.8354],[-25.6921,4.371975],[-29.1973,4.371975],[-29.1973,5.565775],[-30.229175,5.565775],[-30.229175,5.039160439],[-30.59225779,4.96952671],[-32.14530172,2.656874088],[-33.01312727,0.7524791361],[-28.32850844,-1.382283878],[-27.19098405,1.113950188],[-21.73625035,-1.371751245],[-20.59872597,1.124482822],[-15.14399227,-1.361218612],[-14.00646788,1.135015455],[-8.55173418,-1.350685978],[-8.058192764,-0.2676367589]]",101.0293941,Exterior Decking,floor,0.0508
5e83bb24-546c-424b-9452-26252fc4ebf6-00156ba3,Roof - Decking,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,-4.043831936E-14,2.135009117,-1.397,3.7211,18.2118,5.9182,12.506325,18.2626,"[[3.235325,8.5217],[3.235325,3.7211],[5.9182,3.7211],[5.9182,12.506325],[-1.397,12.506325],[-1.397,8.658225],[-1.397,8.5217],[0.9398,8.5217]]",42.02773853,Exterior Decking,floor,0.0508
5e83bb24-546c-424b-9452-26252fc4ebf6-00156d95,Roof - Decking,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,-4.043831936E-14,0.9542678979,-10.7696,10.258425,18.2118,-1.905,12.506325,18.2626,"[[-10.7696,10.258425],[-6.4262,10.258425],[-6.4262,12.506325],[-10.7696,12.506325]]",18.78480114,Exterior Decking,floor,0.0508
5e83bb24-546c-424b-9452-26252fc4ebf6-00156de4,Roof - Planting Bed,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,0.4318,1.740312342,-11.9888,3.7338,18.5928,3.222625,12.493625,18.6944,"[[-11.9888,5.248275],[-10.7823,5.248275],[-10.7823,12.493625],[-11.864975,12.493625],[-11.864975,5.565775],[-11.9888,5.565775]]",17.12905848,Planting Bed,floor,0.1016
212cf471-6a82-43d5-b289-240f1f14e01f-0015701f,Roof - Planting Bed,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,0.4318,1.722988856,0.98425,-1.238020013,18.5928,12.4079,2.4892,18.6944,"[[12.4079,1.012825],[12.4079,2.4892],[7.168017373,2.4892],[9.53064416,-0.3519349585],[11.47510858,-1.238020013],[11.76292403,-0.606425],[12.284075,-0.606425],[12.284075,1.012825]]",16.95851109,Planting Bed,floor,0.1016
212cf471-6a82-43d5-b289-240f1f14e01f-00157162,Roof - Sculpture Bed,,bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5fb5,,,0.0762,1.300281266,3.338730581,-0.3618888373,18.2118,9.521860674,2.501899803,18.3388,"[[9.521860674,-0.3618888373],[7.135011376,2.501899803],[3.340099047,2.501899803],[3.921421316,0.7944447503],[6.332067271,-0.3040774573],[6.858743228,0.85168367]]",10.2382972,Sculpture Bed,floor,0.127
0c477b50-82a2-4f65-89e9-7c35c9f0b267-001571fe,Roof - Turf,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.3556,2.960154326,-14.792325,-8.384534025,14.1224,-7.313241884,-2.192327586,14.4272,"[[-11.83018561,-6.520936513],[-12.03419239,-6.285799594],[-12.19780185,-6.006991535],[-12.27340146,-5.816360324],[-12.34045018,-5.535733032],[-12.81323497,-5.697799983],[-12.59671096,-5.911468303],[-12.43954123,-6.102859374],[-12.22907776,-6.433884011],[-12.09793951,-6.717731895]]",19.2820218,Grass - Turf,floor,0
d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157360,Roof - Planting Bed,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.7112,0.9929444342,1.26365,-8.968734025,14.478,4.284681936,-4.145437188,14.5796,"[[1.26365,-8.028934025],[1.5046325,-8.028934025],[1.5046325,-8.968734025],[4.284681936,-8.968734025],[1.26365,-4.145437188]]",9.773232745,Planting Bed,floor,0.1016
d6ddcfee-8865-4977-8dd8-c7522cde42fa-001573c2,Roof - Planting Bed,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.7112,0.8927329822,-8.755448092,-6.00889335,14.478,-6.34365,-0.6985,14.5796,"[[-8.755448092,-3.06107701],[-8.252568175,-3.99572754],[-6.34365,-6.00889335],[-6.34365,-0.6985],[-7.67883072,-0.6985]]",8.786728944,Planting Bed,floor,0.1016
d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157496,Roof - Planting Bed,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.7112,1.715066119,11.23592037,-8.425032655,14.478,21.04874948,-1.146964374,14.5796,"[[12.4911406,-6.423025],[13.89464986,-7.257718584],[16.59032548,-8.425032655],[21.04874948,-7.83807],[20.9949109,-7.429125394],[15.719425,-2.733833671],[15.719425,-6.423025]]",16.88052076,Planting Bed,floor,0.1016
d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157538,Roof - Turf,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.3302,8.495315275,1.244402024,-8.968734025,14.097,11.87249938,-0.4225230009,14.4018,"[[3.815372092,-4.328206841],[4.52182742,-4.633769388],[5.081696162,-5.12484162],[5.446358394,-5.712869587],[6.176359674,-5.345004433],[5.322537162,-4.462337886],[5.076599202,-3.930672932],[4.936910708,-3.361779069],[4.69697871,-2.933444059],[4.232205775,-2.775253151],[3.605268017,-3.057876366],[3.364209631,-3.834569001],[3.516058015,-4.148776378]]",50.34020842,Grass - Turf,floor,0
d6ddcfee-8865-4977-8dd8-c7522cde42fa-00157576,Roof - Turf,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.3302,1.52905618,15.5829,-7.902617573,14.097,21.29691111,-1.144417513,14.1986,"[[21.1111887,-7.485305903],[21.29691111,-7.460855084],[20.61796569,-2.303752672],[19.93291285,-3.807063076]]",19.31578775,Grass - Turf,floor,0
d6ddcfee-8865-4977-8dd8-c7522cde42fa-001575f0,Roof - Sculpture Bed,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.4064,3.132431374,6.496882991,-8.968734025,14.1478,16.58794973,0.2309621677,14.2748,"[[12.55780203,-8.968734025],[16.58794973,-8.438155015],[13.89055483,-7.269740262],[12.47243828,-6.423025],[12.284075,-6.423025],[12.284075,-6.236045147],[11.29420462,-4.351405207],[11.28131019,-3.051761593],[7.637673968,-1.400933074],[8.177835354,-0.2087125791],[7.207404558,0.2309621677],[6.496882991,-1.337269837],[9.098962932,-5.479551104],[11.87249938,-8.968734025]]",24.66421231,Sculpture Bed,floor,0.127
f0942d28-4f5b-4916-aa35-65b2c96fe023-001576f9,Roof - Decking,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.3048,1.244583564,-14.77968837,-8.44087493,14.1224,-6.34365,0.4410685284,14.1732,"[[-14.77968837,-2.193608885],[-11.07998151,-4.860872867],[-7.156400214,-8.44087493],[-6.58495,-8.44087493],[-6.58495,-8.028934025],[-6.34365,-8.028934025],[-6.34365,-6.022615994],[-8.263746819,-4.000461788],[-8.703442888,-3.16828129],[-13.20022794,-1.119113418],[-13.1782008,-1.070776088],[-12.70552831,-0.03352255559],[-12.79934766,0.009230567525],[-13.74699207,0.4410685284],[-14.77968837,-1.825126124]]",24.49999188,Exterior Decking,floor,0.0508
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba02,Finish Floor - Laminate,,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,22.1629657,-15.1638,-8.571859025,-1.2065,-6.289675,10.9204125,-1.0541,"[[-12.0523,6.2849125],[-12.0523,6.0071],[-14.859,6.0071],[-15.1638,6.0071],[-15.1638,-8.571859025],[-14.4018,-8.571859025],[-12.13485,-8.571859025],[-12.13485,-7.962259025],[-9.35355,-7.962259025],[-9.35355,-8.3058],[-9.35355,-8.571859025],[-6.289675,-8.571859025],[-6.289675,-8.3058],[-6.289675,10.9204125],[-9.77265,10.9204125],[-9.77265,6.2849125],[-11.938,6.2849125]]",145.4262841,"Concrete, Precast",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba0e,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,13.62751619,-14.9606,0.17145,2.3114,15.5829,7.1961375,2.4638,"[[2.1209,6.6421],[1.4859,6.6421]]",89.4194057,"Concrete, Polished",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba1b,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,14.42107603,-15.09395,0.5715,5.588,17.17262311,7.1961375,5.7404,"[[12.4206,0.5715],[15.5829,0.5715],[15.5829,0.714375],[17.17262311,0.714375],[17.17262311,0.80645],[17.17262311,2.790825],[15.4559,2.790825],[12.690475,2.790825],[12.455525,2.790825],[2.841625,2.790825],[2.841625,7.1961375],[1.209675,7.1961375],[1.1938,7.1961375],[1.1938,6.0071],[0.9398,6.0071],[0.28575,6.0071],[-0.94615,6.0071],[-1.8542,6.0071],[-1.901825,6.0071],[-1.901825,2.790825],[-6.054725,2.790825],[-6.289675,2.790825],[-9.18845,2.790825],[-11.953875,2.790825],[-11.953875,6.0071],[-12.0015,6.0071],[-12.4587,6.0071],[-13.4747,6.0071],[-14.859,6.0071],[-15.09395,6.0071],[-15.09395,0.714375],[-14.9606,0.714375],[-14.944725,0.714375],[-6.289675,0.714375],[-5.845175,0.714375],[-5.819775,0.714375],[-5.819775,0.57785],[-4.702175,0.57785],[-4.702175,0.635],[-4.676775,0.635],[1.209675,0.635],[1.209675,0.714375],[12.3571,0.714375],[12.4206,0.714375]]",94.6282796,"Concrete, Polished",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba32,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,14.16290143,-15.09395,0.5715,9.652,17.17262311,7.1961375,9.8044,"[[2.1209,6.6421],[1.4859,6.6421]]",92.93422049,"Concrete, Polished",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba49,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,16.29374438,-15.09395,-1.640881966,13.716,15.630525,7.1961375,13.8684,"[[12.4206,-0.8421643743],[12.4206,0.5715],[12.87049811,0.5715],[13.88649811,0.5715],[15.5829,0.5715],[15.5829,0.8763],[15.630525,0.8763],[15.630525,2.790825],[15.4559,2.790825],[12.690475,2.790825],[12.455525,2.790825],[2.841625,2.790825],[2.841625,7.1961375],[1.209675,7.1961375],[1.1938,7.1961375],[1.1938,6.0071],[0.9398,6.0071],[0.28575,6.0071],[-0.94615,6.0071],[-1.8542,6.0071],[-1.901825,6.0071],[-1.901825,2.790825],[-6.054725,2.790825],[-6.289675,2.790825],[-9.18845,2.790825],[-11.953875,2.790825],[-11.953875,6.0071],[-12.0015,6.0071],[-12.4587,6.0071],[-13.4747,6.0071],[-14.859,6.0071],[-15.09395,6.0071],[-15.09395,2.816225],[-13.954125,2.816225],[-13.954125,0.8704137284],[-8.443226116,-1.640881966],[-7.87489003,-0.3937],[-6.162675,-0.3937],[-6.162675,0.8382],[-6.022975,0.8382],[0.942975,0.8382],[1.082675,0.8382],[1.082675,-0.3937],[2.233380155,-0.3937],[2.90219573,1.073978624],[6.461640602,-0.5480468879],[6.967251293,0.5614876826],[11.58990697,-1.545038956],[11.91020425,-0.8421643743]]",106.9161296,"Concrete, Polished",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba61,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,4.078169768,-6.054725,2.790825,5.588,-1.8542,9.48722658,5.7404,"[[-1.901825,6.0071],[-1.8542,6.0071],[-1.8542,9.008666304],[-4.216007996,9.48722658],[-5.130407996,9.48722658],[-5.130407996,8.573066641],[-6.054725,8.573066641],[-6.054725,2.790825],[-1.901825,2.790825]]",26.75962599,"Concrete, Precast",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba6c,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,0,17.04073343,12.690475,-8.929140781,-0.1524,21.68824546,12.8778,0,"[[16.63065,12.8778],[15.03045,12.8778],[15.03045,8.0899],[12.690475,8.0899],[12.690475,2.714625],[12.722225,2.714625],[15.554325,2.714625],[15.554325,0.8763],[15.5829,0.8763],[15.5829,-8.929140781],[16.17992687,-8.850540703],[16.16376446,-8.727775043],[17.27180324,-8.58189897],[17.17897301,-7.876783385],[17.29069457,-7.862074962],[17.59446088,-7.822083369],[19.94906995,-7.512093204],[20.04190018,-8.217208789],[21.14991229,-8.071336228],[21.1461825,-8.043005691],[21.28468735,-8.024771182],[21.33820059,-8.017726031],[21.28847011,-7.639985538],[21.68824546,-7.587354115],[20.76082878,-0.542925],[20.29968361,-0.542925],[19.29619739,-0.542925],[19.29619739,0.682625],[19.29619739,0.8763],[19.29619739,1.050925],[20.08984928,1.050925],[20.55099444,1.050925],[19.2347229,11.049],[16.63065,11.049]]",111.8158362,"Concrete, Precast",floor,0.1524
676b85f5-7db8-478c-8bcb-e82db93706d5-0015ba77,"Metal Stud 10"" - Laminate Finish",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0.6096,22.18504613,1.1938,-9.2329,-0.73025,12.58032137,-1.0033,-0.4445,"[[7.234542365,-1.9177],[1.1938,-1.9177],[1.1938,-8.0772],[1.381125,-8.0772],[1.381125,-9.17575],[2.032,-9.17575],[2.032,-9.2329],[3.1496,-9.2329],[3.1496,-8.5217],[5.9436,-8.5217],[5.9436,-9.2329],[6.985,-9.2329],[6.985,-9.17575],[7.62,-9.17575],[7.62,-9.2329],[8.7376,-9.2329],[8.7376,-8.5217],[11.5316,-8.5217],[11.5316,-9.2329],[12.58032137,-9.2329],[12.50654495,-8.6725125],[12.2047,-8.6725125],[12.2047,-1.9177],[8.509,-1.9177],[8.509,-1.0033],[7.234542365,-1.0033]]",77.63795671,Metal Stud Layer,floor,0.28575
676b85f5-7db8-478c-8bcb-e82db93706d5-0015bac7,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,4.074275147,-6.054725,2.790825,13.716,-1.8542,9.48722658,13.8684,"[[-1.901825,2.790825],[-1.901825,6.0071],[-1.8542,6.0071],[-1.8542,8.5217],[-1.905,8.5217],[-1.905,9.02986329],[-4.216007996,9.48722658],[-5.130407996,9.48722658],[-5.130407996,8.572766759],[-6.054725,8.572766759],[-6.054725,2.790825]]",26.73407191,"Concrete, Precast",floor,0.1524
e94bc2e2-ac7a-4b1c-8c4a-f6fd596bd686-00164347,Hardscape - Brick Walk,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0.381,0.1465986745,-28.438475,-6.731,-1.524,-27.7622,-4.5974,-1.4224,"[[-27.7622,-4.5974],[-27.771725,-4.5974],[-28.438475,-4.5974],[-28.438475,-6.731],[-27.771725,-6.731],[-27.7622,-6.731]]",1.44290034,"Brick, Common",floor,0.1016
ca046bf0-c4fe-4a51-bfbd-29bcee91b9ff-001643ad,Roof - Porcelain Float Deck 2'x2',,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0.0508,4.73979889,-33.9852,-2.413,-1.8034,-15.3162,5.565775,-1.7526,"[[-15.3162,-2.413],[-15.3162,2.635250004],[-27.708225,2.635250004],[-28.38444807,0.270507726],[-28.38444807,-2.413]]",93.30312192,Stone Tiles,floor,0.0508
9ae250f9-39c5-43a8-aca7-52422cc42f21-0016e7e0,Finish Floor - Terrazo,,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0.3048,9.97182546,-6.054725,-8.658225,-0.9017,0.974725,0.97155,-0.7493,"[[-6.054725,-8.658225],[-6.0198,-8.658225],[-5.8039,-8.658225],[-4.7879,-8.658225],[-3.53695,-8.658225],[-1.54305,-8.658225],[-0.2924175,-8.658225],[0.7235825,-8.658225],[0.9398,-8.658225],[0.974725,-8.658225],[0.974725,0.1524],[-1.78435,0.1524],[-1.78435,0.97155],[-3.76555,0.97155],[-6.022975,0.97155],[-6.054725,0.97155],[-6.054725,-8.587734025]]",65.43192559,"Concrete, Precast",floor,0.1524
83ab88e0-0ac8-4f33-8e63-4fadd2406329-0017b78e,Sidewalk,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,-0.508,2.545417711,1.03886,-9.603734025,-0.8128,12.59233741,-8.5217,-0.508,"[[12.59233741,-9.603734025],[12.59233741,-9.324170869],[12.58032137,-9.2329],[11.5316,-9.2329],[11.5316,-8.5217],[8.7376,-8.5217],[8.7376,-9.2329],[7.62,-9.2329],[7.62,-9.17575],[6.985,-9.17575],[6.985,-9.2329],[5.9436,-9.2329],[5.9436,-8.5217],[3.1496,-8.5217],[3.1496,-9.2329],[2.032,-9.2329],[2.032,-9.17575],[1.03886,-9.17575],[1.03886,-9.603734025]]",8.351107975,"Asphalt, Pavement, Light Grey",floor,0.3048
83ab88e0-0ac8-4f33-8e63-4fadd2406329-0017b906,Sidewalk,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,0.0381,0.5384372771,13.2207965,-9.041357854,-0.2667,15.53720266,-8.1153,0.0381,"[[13.2207965,-8.1153],[13.2207965,-9.041357854],[15.53720266,-8.736397198],[15.45543366,-8.1153]]",1.7665265,"Asphalt, Pavement, Light Grey",floor,0.3048
83ab88e0-0ac8-4f33-8e63-4fadd2406329-0017bb7a,Sidewalk,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,-0.0508,1.276099721,15.56292406,-9.20770315,-0.508288569,21.2024019,-7.512093204,0.03985674691,"[[21.2024019,-8.470034375],[21.14991229,-8.071336228],[20.04190018,-8.217208789],[19.94906995,-7.512093204],[17.17897301,-7.876783385],[17.27180324,-8.58189897],[16.16376446,-8.727775043],[16.17992687,-8.850540703],[15.56292406,-8.931770663],[15.59925126,-9.20770315]]",4.186678874,"Asphalt, Pavement, Light Grey",floor,0.3048
d27a0f98-dfac-4a39-9853-88400c849a43-00191369,Stair Landing Steel Plate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.02573178725,12.73175,-1.2319,2.45745,15.27175,0.56515,2.4638,"[[14.15415,-1.2319],[15.27175,-1.2319],[15.27175,0.56515],[13.8938,0.56515],[12.8778,0.56515],[12.73175,0.56515],[12.73175,-0.92075],[13.84935,-0.92075],[13.84935,-0.69215],[14.15415,-0.69215]]",4.05224996,"Steel, Paint Finish, Dark Gray",floor,0.00635
082ad65f-ae0f-4aa4-a221-de02e0967fb8-001915f5,Stair Landing Steel Plate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.02771462199,12.73175,-1.2319,5.73405,15.27175,0.56515,5.7404,"[[14.15415,-1.2319],[15.27175,-1.2319],[15.27175,0.56515],[13.8938,0.56515],[12.8778,0.56515],[12.73175,0.56515],[12.73175,-1.20015],[13.84935,-1.20015],[13.84935,-0.69215],[14.15415,-0.69215]]",4.3645074,"Steel, Paint Finish, Dark Gray",floor,0.00635
